timestamp,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
1,0,0.033522949,0,0,0,0,0,0,0,0,0,0,0,0.188194826,0,2.538035631,0,0,0.62562114,0.150836036,1.643311858,1.51486516,0,0,0.795245349,0,0.421962678,0.404700994,0,0,0,0.424881697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415242165,0,0.001786575,0,0,0,0.116506696,0,0,0,0,0,0,0.517787218,0.07416594,0,0,0,1.519743681,0,0,0.402788758,0,1.071188927,0,0.040453352,0,0,0,0.534957767,0,1.470317125,0,0,0,0.756210625,0,0,0,0.123808295,0,0.627593756,0,0.228829712,0,0.285998821,0,1.220678329,0,0,0,0,0,0.158202559,0.031298134,0,0,0,0,0,0.097693622,0,0.214403868,0,0,0,0,0,0,0,0,0.079110205,0.240167618,0,0,0,1.010312438,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046756476,0.027313389,2.107222319,0,0,0.572007358,0.225149721,1.211007357,1.567857385,0.01107394,0,0.712934494,0,0.366865396,0.472409487,0,0.01342921,0,0.626031101,0.048501361,0,0,0,0,0,0,0.006323159,0,0,0,0.041475043,0,0,0.016534269,0,0.492209256,0,0.141960263,0,0,0,0,0,0,0,0,0.181893289,0,0.461509228,0.021381587,0,0,0,0.829262018,0,0,0.048421994,0,1.462463856,0,0.024200268,0,0,0,0.579084814,0,1.185898781,0,0.210018039,0,0.638907015,0,0,0,0.469558328,0,0.215723157,0,0.32345888,0,0.373543113,0.133544594,0.900876522,0,0,0,0,0,0.351929694,0.057732675,0,0,0,0,0,0.193860233,0.063513793,0,0,0,0,0,0,0,0,0,0,0.619013965,0,0,0,0.916346371,0,0,0
3,0,0,0.053323373,0,0,0,0,0,0,0,0,0,0,0.333109736,0.11511372,1.647371769,0,0,0.653312087,0.260601759,0.707490563,1.455011725,0,0,0.895040154,0,0.35650444,0.659699142,0,0,0,0.612413228,0,0,0,0,0,0,0,0.188558131,0.015931457,0.071797937,0,0.144365057,0,0,0.090782046,0,0.485123217,0,0,0,0,0,0.173090279,0,0,0,0,0.174151927,0,0,0,0,0,0,0.533337235,0.012784377,0,0.007362634,0,1.043057203,0,0,0,0,0,0.55652833,0,0.746360183,0,0.250028789,0,0.277169764,0,0,0,0.479269981,0,0.080952063,0,0.360571206,0,0.468844473,0.007193148,1.045243979,0,0,0,0,0,0.425922006,0.24258846,0,0,0,0,0,0.488495439,0,0.275117487,0,0,0,0,0,0,0,0,0,0.378228903,0,0,0,0.808203578,0,0.000395872,0
4,0,0,0.194758251,0,0,0,0,0,0,0,0,0,0,0.380041659,0,2.181582928,0,0,0.752431691,0.202592969,0.992580295,1.294271231,0,0,0.657103181,0,0.311973035,0.714832783,0,0,0,0.815695822,0,0.06377279,0,0,0,0,0,0.244934082,0.13616994,0,0,0,0,0,0.20198071,0,0.481356651,0,0,0,0,0,0.257602155,0,0,0,0,0.348748654,0,0.156076342,0.092172369,0,0,0,0.835218787,0,0,0.113542795,0,0.836658478,0,0,0,0,0,0.466379344,0,0.880722463,0,0.371090025,0,0.217734009,0,0,0,0.226793736,0,0.0650132,0,0,0,0.506296515,0,0.940609097,0,0,0,0,0,0.380859435,0,0,0,0,0,0,0.342590123,0,0.3420403,0,0,0,0,0,0,0,0,0,0.468414128,0.119339272,0,0,0.844561934,0,0,0
5,0,0,0.225988507,0,0.01385133,0,0,0,0,0,0,0,0,0.264205933,0.109421805,1.813421488,0,0,0.71342957,0,1.454289317,1.035021782,0.296445459,0,0.76223582,0,0.467493773,0.770905316,0,0,0,0.745487809,0.040834311,0,0,0,0,0,0,0.074043483,0,0.148494855,0,0.027525157,0,0,0.076518774,0,0.107894033,0,0,0,0,0,0.314695537,0,0,0,0,0.308104724,0,0.114031591,0.237318724,0,0,0,1.60230732,0,0,0.136546463,0,0.145033181,0,0,0,0,0,0.602080882,0,1.316488266,0,0.02280426,0,0.099856578,0,0,0,0,0,0.420403421,0,0.039646983,0,0.309184074,0,1.348860979,0,0,0,0,0,0.382642031,0,0,0,0,0,0,0.364705682,0,0.322798908,0,0,0,0,0,0,0,0,0,0.655477405,0.060994595,0,0.032888412,0.981903017,0,0,0
6,0.123534054,0,0.208429933,0,0.001063094,0,0,0,0,0,0,0,0,0.512338519,0.126658067,0.521036565,0.126836449,0.018303424,0.174576998,0.272639155,0.408236444,0.578233123,0,0.046388235,0.30184719,0,0.006849766,0.313671857,0.005744144,0,0,0.401258349,0,0.180678979,0,0,0,0,0,0.263353884,0.277193904,0.337412298,0.108723581,0.019848928,0.050537497,0,0.569283485,0.363774538,0.429366469,0,0.186956897,0.115135722,0,0,0.460003048,0,0.086672753,0.21988301,0,0.320701331,0,0,0.049806595,0,0.006474048,0,0.20286563,0.191885531,0,0.357267737,0.048986524,0.450374037,0,0,0,0.171911627,0.028415281,0.406369328,0,0.39925462,0,0.498489618,0,0,0,0.086440921,0,0.399974763,0,0.205142975,0,0.472853035,0.106895566,0.383907706,0.081515521,0.879759669,0,0,0,0,0,0.303719819,0.304288715,0,0,0,0.084190816,0,0.445527434,0,0,0,0.250831813,0,0.069035202,0,0,0,0,0,0.01059249,0.197967201,0,0.338947177,0.357370019,0,0,0
7,0,0,0.02552709,0,0,0,0,0,0,0,0,0,0,0.335342705,0.023675598,1.133278608,0.203529999,0.024333626,0.410521686,0.076566458,0.526738882,0.898964405,0.125718921,0,0.966262102,0,0.283093363,0.751420736,0,0,0,0.727803886,0.036484856,0.013097472,0,0,0.147683531,0,0,0,0.11090219,0.248193249,0.096398115,0.170351624,0.114271685,0,0.187034696,0,0.129996553,0,0,0,0,0,0.38706702,0,0.011004388,0,0,0.600057244,0,0.07236208,0.154745758,0,0,0,0.665410697,0,0.011424417,0,0.047671862,0.081302509,0,0,0,0,0.265176266,0.576041937,0,0.580503225,0,0.329063654,0,0,0,0,0,0.184870377,0,0.1927028,0,0.172200412,0,0.244599357,0.220891699,1.536041021,0.068602592,0,0,0,0,0.080026507,0.193487421,0,0,0,0,0,0.610691488,0,0.181639463,0,0,0.199981719,0,0,0,0.129117817,0,0.175630957,0.102831319,0.227736264,0,0.231919289,0.579277277,0,0,0.005452305
8,0.118492797,0,0,0,0,0,0,0,0,0,0,0,0.015617615,0.103483006,0.020425998,1.64642477,0,0,0.615371883,0.147475719,1.148911476,1.073883295,0.034287877,0,0.592982411,0,0.197143972,0.495986283,0,0,0,0.70758152,0.20530957,0,0,0,0,0,0,0.154535055,0,0,0,0,0,0,0.200093508,0,0.383723199,0,0.078504525,0,0,0,0.20602107,0,0,0,0,0.07876122,0,0.218308091,0,0,0,0,0.757662714,0,0,0.123141363,0,0.7590729,0,0,0,0,0,0.430117726,0,1.020950317,0,0.245249629,0,0.263919741,0,0,0,0.403479397,0,0.215538949,0,0.28262189,0,0.344615191,0.013938874,0.902003407,0,0,0,0,0,0.395373315,0.093067586,0,0,0,0,0,0.458509296,0,0.082845837,0,0.09011285,0.021902531,0,0,0,0,0,0.04821115,0.190737754,0.07470879,0,0.235693261,0.851718545,0,0,0
9,0.175882027,0,0,0,0,0,0,0,0,0,0,0,0,0.061498895,0,2.059718132,0,0,0.877814174,0.153271019,1.085876822,1.733374238,0.299267292,0,0.657464087,0,0.066678911,0.631215334,0,0,0,0.975188076,0.121535569,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222812772,0,0.365355641,0,0.065101668,0,0,0,0.005984545,0,0,0,0,0.096390307,0,0.200968295,0,0,0,0,0.774840474,0,0,0,0.044776902,1.209474564,0,0,0,0,0,0.350187838,0,0.98069942,0,0.294397593,0,0.4660438,0,0,0,0.594498634,0,0,0,0.163742498,0,0.19038859,0,0.929085553,0,0,0,0,0,0.501394391,0,0,0,0,0,0,0.05500254,0,0.08464808,0,0,0,0,0,0,0,0,0,0.46766156,0.304556251,0,0.141116023,1.001677632,0,0,0
10,0.00048846,0,0,0,0,0,0,0,0,0,0,0,0,0.213737175,0,1.450249553,0,0,0.540144265,0.278406441,0.863812208,1.312348127,0.048903018,0,0.926582634,0,0.211797774,0.546022952,0,0,0,0.670615137,0,0,0,0,0,0,0,0,0,0,0.003401501,0,0,0,0.062282801,0,0.352009296,0,0,0,0,0,0.289449036,0,0,0,0,0.061554413,0,0.211581141,0,0,0,0,0.677747846,0,0,0.243302345,0.043191984,0.821906686,0,0.061563626,0,0,0,0.466572553,0,1.070156097,0,0.183672994,0,0.351213068,0.033751413,0,0,0.362705439,0,0.202768967,0,0.478600949,0,0.685473323,0,0.837099373,0,0,0,0,0,0.253584445,0.235008836,0,0,0,0,0,0.543752432,0,0.250163972,0,0,0,0,0,0,0,0,0,0.357510746,0,0,0,0.80186218,0,0,0
