timestamp,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
1,0.0327411,0,0.116989896,0,0,0,0,0,0,0,0,0,0,0.548760176,0,1.176263332,0,0,0.5037058,0.247250915,0.710392654,0.911595166,0,0,0.765487194,0,0.251143336,0.492869794,0,0,0,0.294753492,0,0.044203877,0,0,0,0,0,0.168674618,0.069912136,0.067738384,0,0.06086567,0,0,0.187371641,0,0.514995217,0,0,0,0,0,0.276806533,0,0.07570079,0,0,0.175355777,0,0.385305941,0.079529464,0,0,0,0.294310123,0.050351456,0,0.370060742,0.086964592,0.926067173,0,0,0,0.086794943,0,0.587866306,0,0.484561801,0,0.266879797,0,0.144035816,0.02163291,0.012702048,0,0.387465775,0,0.060510501,0,0.388523936,0,0.900035143,0,0.907865047,0,0,0,0,0,0.091501862,0.431362808,0,0,0,0,0,0.386668265,0,0.301992476,0,0.136193082,0,0,0,0,0.124299094,0,0.02369887,0.076351047,0.104399025,0,0.108417183,0.473661214,0,0,0
2,0.169876933,0,0.121415213,0,0,0,0,0,0,0,0,0,0,0.481312394,0,1.100805521,0,0,0.271373332,0.427733153,0.392825007,0.886017025,0,0,0.420828342,0,0.151323959,0.078634337,0,0.067277767,0,0.178423554,0,0.053356849,0.042539258,0,0,0,0,0,0.059326231,0,0,0,0,0,0.186845362,0.036781132,0.798995674,0,0,0,0,0,0.295662344,0,0.164872825,0,0,0,0,0.45463872,0,0,0.075510025,0,0,0.18906115,0,0.416745573,0.175940096,1.424326658,0,0,0,0.123343691,0,0.523363471,0,0.198993102,0,0.324422956,0,0.37935698,0.10918045,0,0,0.498228908,0,0,0,0.363399446,0,1.060928822,0,0.421446741,0.063816816,0,0,0,0,0.263323367,0.501252413,0,0,0,0,0,0.22380957,0.232355252,0.124807298,0,0.003306534,0,0,0,0,0,0,0.016868969,0.104345217,0.128150821,0,0.048255756,0.351177782,0,0,0
3,0.234895289,0,0,0,0,0,0,0,0,0,0,0,0,0.297424018,0,1.739532471,0,0,0.63483876,0.312864304,0.697197556,1.35858202,0,0,0.547855914,0,0.187346786,0.308350623,0,0,0,0.39894557,0,0.022545964,0,0,0,0,0,0,0,0,0,0,0,0,0.279883355,0,0.657162249,0,0,0,0,0,0.074953526,0,0,0,0,0,0,0.442656815,0,0,0.004039958,0,0.154951051,0.120907187,0,0.102278948,0.024064718,1.420654535,0,0,0,0,0,0.609857559,0,0.311189204,0,0.260629207,0,0.618112803,0,0,0,0.763125062,0,0,0,0.054701418,0,0.492185652,0,0.733760834,0,0,0,0,0,0.375252694,0.261687517,0,0,0,0,0,0.288165927,0,0.078966044,0,0,0,0,0,0,0,0,0,0.277005225,0.125169486,0,0.072463334,0.575506508,0,0,0
4,0.118608639,0,0,0,0,0,0,0,0,0,0,0,0,0.408385754,0,1.35536921,0,0,0.338815391,0.32996878,0.758740604,1.160738349,0,0,0.476685911,0,0.168610901,0.085322514,0,0.029639997,0,0.236053854,0,0.124480292,0,0.018256977,0,0,0,0,0,0,0,0.022210434,0,0,0.112154275,0,0.651245654,0,0,0,0,0,0.120114982,0,0.051593095,0,0,0,0,0.588891745,0,0,0.137934446,0,0.085889928,0.087092951,0,0.18411836,0,1.358155727,0,0,0,0,0,0.527266085,0.049735963,0.375950336,0,0.24324733,0,0.605016947,0.033144295,0.012426436,0,0.466447264,0,0.054000661,0,0.089526772,0,0.809598804,0.096513957,0.77597791,0,0,0,0,0,0.19912681,0.389186621,0,0,0,0,0,0.382376105,0.044626348,0.048963502,0,0.088872671,0,0,0,0,0,0,0,0.116525188,0.05919946,0,0.104170486,0.572364986,0,0,0
5,0.04554379,0,0,0,0,0,0,0,0,0,0,0,0,0.169387445,0,2.13761735,0,0,0.475137174,0.135601908,0.914147675,1.74182713,0,0,1.010943651,0,0.228567302,0.54179287,0,0,0,0.687616587,0.23582384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564795852,0,0,0,0,0,0.01865077,0,0,0,0,0.004075088,0,0.957540631,0,0,0,0,0.326670438,0,0,0,0.092720672,1.576578617,0,0,0,0,0,0.541304469,0,0.847477019,0,0.154941559,0,0.739538252,0,0,0,0.804739833,0,0,0,0.043973863,0,0.050763339,0,1.009848237,0,0,0,0,0,0.452298641,0.115129709,0,0,0,0,0,0.35613817,0,0,0,0,0,0,0,0,0,0,0,0.256521046,0.081343085,0,0.116311103,0.970253527,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587638974,0,1.640342712,0,0,0.167763501,0.171776995,0.782954693,1.189109087,0,0,1.103829384,0,0.261054367,0.414266646,0,0,0,0.222749278,0.176865414,0,0,0,0,0.002837583,0,0,0.02475509,0,0,0.091420963,0,0,0,0,0.579001665,0,0,0,0,0,0,0,0.009774446,0,0,0,0,0.458213985,0,0,0.165703893,0,0.204831854,0.170430124,0,0,0.116836168,1.32243681,0,0,0,0,0,0.255204856,0,0.542786241,0,0.012823135,0,0.449705809,0.171321779,0,0,0.666626692,0,0,0,0.32232672,0,0.35393253,0,1.141798139,0.053352986,0,0,0,0,0.042202115,0.524061322,0,0,0,0,0,0.810606897,0,0.160030961,0,0,0,0,0,0,0,0,0.018545045,0,0,0,0.133524448,0.693854511,0,0,0
7,0.425846636,0,0,0,0,0,0,0,0,0,0,0,0,0.299362004,0,1.41211462,0,0,0.224319354,0.154034987,0.618272781,1.623348594,0,0,0.794286251,0,0.168632716,0.335348278,0,0,0,0.210797846,0.242971092,0,0,0,0,0.029468328,0,0,0,0,0,0,0,0,0.248517215,0,0.591471434,0,0,0,0,0,0,0,0.201478064,0,0,0,0,0.804942489,0,0,0.001073711,0,0.066666827,0.158147454,0,0,0.335362971,1.125049829,0,0,0,0.024727829,0,0.398515373,0,0.249848783,0,0.283936977,0,0.594118774,0.0742957,0,0,0.407427937,0,0,0,0.05494687,0,0.281538397,0,0.659366071,0,0,0,0.073612064,0,0.280896842,0.174470633,0,0,0,0,0,0.21318005,0,0.218277574,0,0.16144073,0,0,0,0,0,0,0,0,0.13419117,0,0.215462446,0.991293073,0,0,0
8,0.287956387,0,0,0,0,0,0,0,0,0,0,0,0,0.349936187,0,1.917054653,0,0,0.516593218,0.219084889,0.722738445,1.532497287,0.013703689,0,0.756037951,0,0.115636647,0.490242749,0,0,0,0.531664312,0.054660816,0,0.014542827,0,0,0,0,0,0,0,0,0,0,0,0.239427954,0,0.585540116,0,0.006175593,0,0,0,0.000355005,0,0.097786009,0,0,0,0,0.720764995,0,0,0.011509445,0,0.215049669,0,0,0,0.23430936,1.094245672,0,0,0,0,0,0.386819422,0,0.392843068,0,0.209099025,0,0.68713659,0,0,0,0.446007848,0,0,0,0,0,0.606136322,0,0.690523148,0,0,0,0,0,0.233017653,0.187049687,0,0,0,0,0,0.332614332,0,0.455526203,0,0.054807901,0,0,0,0,0.273310363,0,0,0.064665347,0.331107438,0,0.061501831,0.984298348,0,0,0
9,0.128880918,0,0,0,0,0,0,0,0,0,0,0,0,0.212414026,0,1.378041983,0,0.162387744,0.738869488,0.326445967,0.482252598,1.209438801,0.086856104,0,0.541950881,0,0.258444965,0.498788059,0,0.186551332,0,0.794998169,0,0,0,0,0,0,0,0,0.133979648,0,0,0.055637777,0,0,0.140290648,0,0.381905258,0,0,0,0,0,0.100961119,0,0,0,0,0.113588989,0,0.305095106,0,0,0,0,0.237599358,0,0,0.254320443,0.040814698,1.070517898,0,0,0,0,0,0.41961357,0,0.608041286,0,0.386873245,0,0.3751598,0.193008423,0,0,0.416068912,0,0.139597327,0,0.565940738,0,0.966925383,0.082438678,0.62829572,0,0,0,0,0,0.298531622,0.328960508,0,0,0,0,0,0.331323862,0,0.289320409,0,0,0,0,0,0,0.103232965,0,0,0.364435911,0.154153675,0,0.000285029,0.623343706,0,0,0
10,0.043944806,0,0.078044072,0,0,0,0,0,0,0,0,0,0,0.236457348,0,2.158173084,0,0,0.632324576,0.471567273,1.333356619,1.481735468,0.050541043,0,0.777589202,0,0.150371879,0.467560649,0,0,0,0.767095447,0.00296241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074586689,0,0.509340525,0,0,0,0,0,0.317017347,0,0.117484719,0,0,0,0,0.229426682,0,0,0,0,1.234896421,0,0,0,0,0.739302874,0,0,0,0.037956268,0,0.522501171,0,1.210101604,0,0.090436667,0,0.561122,0,0,0,0.537781,0,0.377067566,0,0.037135929,0,0.691981077,0,0.953501105,0,0,0,0,0,0.380368233,0,0,0,0,0,0,0.363980055,0,0.159484237,0,0,0,0,0,0,0,0,0,0.360239953,0,0,0,0.864537299,0,0,0
